Date,Description,Amount,txn_id,remarks,ref_no,Narration
05-03-2023,Internet bill,3205.13,TXN34937,ok,947200,
21-11-2023,Rent payment,64475.72,TXN61009,ok,477352,
20-07-2023,Office supplies,38045.39,TXN60192,ok,118312,
11-12-2023,Salary credited,63686.21,TXN11440,ok,156423,
17-08-2023,Insurance premium,65052.62,TXN41749,,123634,
02-04-2023,,59373.56,TXN61575,ok,244412,Mobile recharge
15-06-2023,electricity bill,64016.68,TXN33922,ok,924306,
16-06-2023,Uber ride,21242.42,TXN54941,ok,979274,
22-01-2023,Bonus received,59706.22,TXN91994,ok,224721,
08-01-2023,Office supplies,36433.52,TXN38633,ok,514859,
24-05-2023,Electricitybill,93036.89,TXN11285,ok,439421,
02-08-2023,Consulting income,57451.27,TXN37269,ok,849370,
25-09-2023,,47409.83,TXN63098,ok,464773,Consulting income
29-08-2023,Laptop purchase,80264.5,TXN31038,ok,301288,
20-09-2023,Client payment received,26616.96,TXN87805,ok,128286,
03-09-2023,Uber ride,17006.42,TXN20996,ok,526821,
24-09-2023,Client payment received,35101.9,TXN37593,ok,363360,
02-04-2023,insurance premium,83451.68,TXN82219,,410765,
18-04-2023,Mobile recharge,90026.26,TXN97873,,733589,
25-12-2023,Vendor payment,65624.73,TXN77574,ok,458449,
02-09-2023,,59719.5,TXN40926,,116591,Loan EMI
27-09-2023,,26570.53,TXN61248,ok,309800,Netflix subscription
06-10-2023,Rent payment,,TXN88383,ok,228926,
23-12-2023,,17690.9,TXN84271,ok,830287,Netflix subscription
26-11-2023,salary credited,62434.24,TXN61208,ok,871106,
30-06-2023,Office supplies,54537.19,TXN33698,,409975,
03-07-2023,,7438.15,TXN22036,ok,473148,internet bill
18-12-2023,Laptop purchase,12046.28,TXN37734,,679356,
25-09-2023,Electricity bill,37640.54,TXN35955,,438869,
19-07-2023,,93918.79,TXN16352,ok,956351,Rent payment
30-03-2023,insurancepremium,31809.74,TXN68578,,538310,
27-08-2023,Electricity bill,30794.53,TXN39863,ok,785878,
21-07-2023,,24612.78,TXN11312,ok,393888,Consulting income
15-06-2023,Rent payment,66374.96,TXN94102,ok,180163,
24-08-2023,Salary credited,76590.49,TXN74736,ok,117654,
06-04-2023,Vendor payment,,TXN24804,ok,702216,
07-11-2023,,81361.35,TXN97972,ok,307666,Uber ride
18-07-2023,Loan EMI,52839.86,TXN10171,ok,744486,
27-01-2023,mobile recharge,6683.1,TXN98760,,870911,
09-04-2023,Office supplies,68811.63,TXN78832,ok,498501,
15-08-2023,,31810.47,TXN52744,ok,170515,Client payment received
09-06-2023,,27279.46,TXN37642,ok,214441,Electricity bill
28-04-2023,Uber ride,9383.15,TXN56626,ok,946139,
12-02-2023,Internet bill,,TXN15015,ok,101061,
08-07-2023,,34003.77,TXN49372,,572716,Vendor payment
08-12-2023,Electricity bill,32105.71,TXN27328,,150324,
04-06-2023,,35459.69,TXN66802,ok,812445,mobile recharge
05-05-2023,Netflix subscription,,TXN79102,ok,916981,
27-10-2023,Mobile recharge,45560.93,TXN46509,ok,726620,
24-06-2023,uber ride,21733.64,TXN24494,ok,732771,
01-02-2023,,30502.69,TXN70022,ok,772751,client payment received
14-11-2023,Electricity bill,34966.5,TXN95349,,748209,
20-01-2023,Client payment received,80515.97,TXN30250,ok,849185,
25-10-2023,Bonus received,22267.97,TXN84748,ok,977478,
25-09-2023,insurance premium,34161.14,TXN50031,ok,125350,
24-02-2023,,87781.85,TXN57281,ok,643558,Insurance premium
27-06-2023,,64585.88,TXN13763,ok,823386,Rent payment
09-07-2023,,44823.84,TXN39986,ok,692297,Office supplies
12-09-2023,,3509.41,TXN83533,ok,654959,uber ride
07-09-2023,,85561.87,TXN80030,ok,586573,Salary credited
14-04-2023,uber ride,12741.97,TXN56969,,164244,
15-04-2023,Freelance income,95537.63,TXN59797,ok,339129,
04-03-2023,Mobile recharge,39135.96,TXN85292,,209721,
30-04-2023,Freelance income,74477.53,TXN43152,,191254,
10-01-2023,Mobile recharge,21130.04,TXN89614,ok,519203,
07-10-2023,Vehicle purchase,68536.24,TXN20242,ok,196098,
01-11-2023,Clientpaymentreceived,18697.05,TXN46516,ok,778393,
20-11-2023,Freelance income,,TXN19403,,557522,
19-01-2023,Laptop purchase,83828.66,TXN13179,ok,591028,
17-07-2023,,,TXN96275,ok,419289,Netflix subscription
21-04-2023,Rent payment,69470.86,TXN70916,ok,596366,
01-11-2023,rentpayment,78647.94,TXN71498,ok,850586,
02-10-2023,laptop purchase,7983.01,TXN17402,,970551,
07-06-2023,Amazon order,39818.14,TXN82476,ok,924183,
09-12-2023,,75182.14,TXN34357,,993900,rent payment
17-09-2023,Freelance income,92946.07,TXN50859,,436934,
30-07-2023,amazon order,86013.82,TXN82317,,979535,
28-01-2023,,81947.16,TXN16022,ok,409849,office supplies
27-09-2023,Gym membership,99117.15,TXN42782,ok,212649,
22-09-2023,Internet bill,40407.4,TXN90113,ok,549664,
14-05-2023,Office supplies,72866.32,TXN45101,ok,864310,
03-02-2023,,46253.71,TXN73491,ok,546291,Insurance premium
25-06-2023,Client payment received,17042.39,TXN48181,ok,181634,
28-01-2023,Laptop purchase,83552.48,TXN58537,ok,276620,
03-08-2023,,53963.53,TXN16721,,424499,Amazon order
28-10-2023,Vehicle purchase,40647.52,TXN77516,ok,822059,
23-07-2023,Mobile recharge,15940.74,TXN68816,ok,759428,
09-01-2023,,39309.25,TXN19327,ok,599375,Uber ride
31-12-2023,,35710.01,TXN48441,ok,372170,Netflix subscription
14-09-2023,,60404.6,TXN64541,ok,854658,Vendor payment
13-02-2023,Laptop purchase,23936.78,TXN77144,ok,590498,
14-03-2023,Rent payment,,TXN21154,ok,999276,
18-02-2023,,48532.79,TXN97328,ok,414367,Amazon order
31-08-2023,internet bill,51351.21,TXN12581,ok,499406,
02-04-2023,,65102.02,TXN37311,ok,257463,Loan EMI
21-02-2023,Rent payment,5199.98,TXN17848,,521694,
30-10-2023,,,TXN90534,ok,998264,Electricity bill
11-06-2023,,,TXN31378,ok,469352,Laptop purchase
16-06-2023,Bonus received,28571.44,TXN49015,ok,138195,
04-05-2023,,82728.3,TXN84670,,340451,Loan EMI
12-02-2023,Netflix subscription,80071.86,TXN43075,ok,394288,
25-06-2023,salary credited,75707.55,TXN11335,,615052,
13-01-2023,vehicle purchase,20808.54,TXN70808,ok,512177,
28-02-2023,Mobile recharge,72619.79,TXN59637,ok,546589,
12-12-2023,Amazon order,58573.98,TXN12992,ok,994452,
06-09-2023,Mobile recharge,94229.81,TXN40685,ok,599925,
10-07-2023,Vehicle purchase,30639.92,TXN22693,ok,437498,
03-11-2023,Office supplies,96447.2,TXN31674,ok,672252,
16-08-2023,Freelance income,96246.21,TXN47988,,973377,
24-11-2023,amazon order,42004.17,TXN20122,ok,394276,
01-01-2023,insurance premium,18015.18,TXN97473,ok,999531,
15-05-2023,,57757.46,TXN45243,,895974,Mobile recharge
06-12-2023,,70937.03,TXN84939,ok,518943,Consulting income
26-05-2023,salary credited,74579.02,TXN80296,ok,382383,
05-10-2023,freelance income,10424.43,TXN43138,ok,597835,
05-11-2023,,10885.92,TXN70678,ok,935827,Loan EMI
06-06-2023,LoanEMI,14570.93,TXN60979,,384926,
24-06-2023,Vehicle purchase,21201.59,TXN19758,,810587,
03-04-2023,Officesupplies,96923.93,TXN13125,ok,112466,
26-06-2023,Laptop purchase,20265.19,TXN83923,ok,347021,
04-06-2023,,85691.83,TXN33509,ok,713207,vendor payment
14-11-2023,,17157.8,TXN23850,ok,518561,Mobile recharge
04-06-2023,Salary credited,75935.87,TXN39623,ok,260459,
05-10-2023,,57742.58,TXN52226,ok,628703,Loan EMI
21-07-2023,mobile recharge,62690.75,TXN73364,ok,592543,
03-06-2023,Uber ride,97516.73,TXN18395,,713145,
02-11-2023,laptop purchase,68529.1,TXN13757,,652990,
30-10-2023,,99037.94,TXN79004,ok,678251,Uber ride
13-05-2023,Mobile recharge,32237.09,TXN44056,,732470,
02-04-2023,Uber ride,17476.19,TXN29566,ok,276444,
14-08-2023,,27645.38,TXN51521,ok,292743,Mobile recharge
23-06-2023,Vehicle purchase,54173.84,TXN88632,ok,400343,
02-10-2023,,6425.19,TXN60140,,786184,Rent payment
22-12-2023,,70235.21,TXN60527,ok,727653,Electricity bill
09-05-2023,Amazon order,56332.22,TXN72619,ok,974841,
29-08-2023,Office supplies,38267.54,TXN76923,ok,483040,
09-03-2023,,39087.92,TXN35333,ok,192593,Loan EMI
24-10-2023,,94826.06,TXN98585,ok,842209,netflix subscription
28-02-2023,vendor payment,76444.65,TXN63578,ok,701438,
17-01-2023,laptop purchase,75275.4,TXN57633,ok,770984,
02-06-2023,Salarycredited,47131.54,TXN91282,ok,804929,
17-06-2023,Mobile recharge,55960.23,TXN63543,ok,101240,
21-03-2023,amazon order,72299.2,TXN25820,ok,991445,
11-09-2023,loan emi,,TXN59735,ok,504321,
12-09-2023,,9667.76,TXN35385,ok,573161,Laptop purchase
15-06-2023,office supplies,15369.86,TXN28728,ok,995044,
27-12-2023,Gym membership,12982.0,TXN46834,,214510,
04-06-2023,,69969.97,TXN81600,ok,572482,Netflix subscription
17-03-2023,,74776.54,TXN38317,,464663,insurance premium
21-04-2023,,81046.02,TXN65721,ok,116678,Vehicle purchase
23-02-2023,,79953.4,TXN46416,,762162,electricity bill
08-02-2023,Netflix subscription,16583.1,TXN53523,,136132,
13-05-2023,,79136.68,TXN19538,ok,386151,insurance premium
10-05-2023,Client payment received,54608.23,TXN91469,ok,242601,
15-11-2023,,49568.19,TXN21183,ok,282578,Loan EMI
30-12-2023,Rent payment,51480.06,TXN66180,ok,296011,
25-04-2023,Loan EMI,72448.84,TXN87068,ok,863450,
02-09-2023,Freelance income,73986.93,TXN46958,ok,388024,
13-01-2023,Officesupplies,40445.22,TXN20500,ok,806460,
08-11-2023,netflix subscription,56564.3,TXN10626,ok,447199,
10-12-2023,Netflix subscription,78868.58,TXN66494,ok,106343,
02-02-2023,,53696.09,TXN42655,ok,407385,Amazonorder
22-09-2023,Loan EMI,65956.15,TXN45634,ok,881239,
14-07-2023,,93853.92,TXN87344,ok,177281,Uber ride
19-04-2023,LoanEMI,8340.98,TXN95861,ok,518978,
11-10-2023,Amazon order,41683.42,TXN74040,ok,548341,
25-09-2023,freelance income,54340.45,TXN78528,ok,329376,
19-02-2023,Office supplies,57290.06,TXN22428,ok,423734,
09-03-2023,Insurance premium,99378.38,TXN38164,ok,147707,
14-08-2023,Gym membership,19216.06,TXN79450,ok,738377,
20-01-2023,Consulting income,30621.4,TXN15927,ok,746700,
20-10-2023,,78928.02,TXN31032,ok,518852,Freelance income
17-04-2023,,32923.93,TXN31659,,467588,Consulting income
10-02-2023,Vehicle purchase,91086.96,TXN54030,ok,543527,
03-12-2023,Uber ride,1394.89,TXN98434,,455560,
24-05-2023,vendor payment,14329.7,TXN96341,,420107,
20-05-2023,,35986.93,TXN10036,ok,390674,Uber ride
09-02-2023,,40778.24,TXN25056,ok,430780,Freelance income
30-10-2023,,55627.3,TXN95409,,657942,Bonus received
28-10-2023,Freelance income,32227.14,TXN22216,ok,576899,
21-07-2023,,31991.97,TXN62115,ok,141828,Client payment received
29-04-2023,Freelanceincome,5587.8,TXN46003,,553449,
23-03-2023,Freelance income,,TXN24320,ok,978156,
25-04-2023,,71494.8,TXN24238,,316174,Bonus received
26-08-2023,Client payment received,79708.88,TXN58169,ok,962750,
24-04-2023,Insurance premium,2700.28,TXN69797,ok,198919,
30-09-2023,gym membership,85585.73,TXN41015,ok,131614,
09-10-2023,,86223.42,TXN36772,ok,286838,Vehicle purchase
25-03-2023,Electricity bill,43313.18,TXN39809,ok,502686,
02-01-2023,Uber ride,50831.18,TXN75294,,552243,
27-05-2023,Vehicle purchase,86905.17,TXN78534,ok,230432,
09-06-2023,Electricitybill,3104.07,TXN99738,ok,881252,
12-04-2023,Rent payment,69676.56,TXN50103,ok,276778,
13-06-2023,Gym membership,39120.49,TXN57815,ok,422161,
14-12-2023,Uber ride,96704.1,TXN52727,ok,536680,
08-09-2023,,88374.25,TXN15884,,446251,Loan EMI
14-03-2023,,21839.26,TXN96482,ok,886902,Uber ride
23-02-2023,Loan EMI,72373.85,TXN33299,ok,452269,
29-12-2023,Vehicle purchase,98640.77,TXN63029,,785559,
29-08-2023,Netflix subscription,87447.39,TXN29692,ok,554681,
18-01-2023,Bonus received,5219.03,TXN53634,ok,215519,
11-07-2023,Laptop purchase,71001.8,TXN86298,ok,432341,
22-06-2023,,51231.03,TXN68289,ok,765292,Mobile recharge
13-01-2023,Amazonorder,49276.33,TXN33494,ok,444005,
23-12-2023,Rent payment,86642.2,TXN42936,ok,876483,
22-08-2023,,14698.4,TXN69876,ok,350841,amazon order
23-07-2023,Vehicle purchase,,TXN25891,,691868,
28-03-2023,Rent payment,36676.38,TXN30924,,432033,
21-06-2023,Uber ride,38915.6,TXN36475,ok,590487,
17-02-2023,,86920.28,TXN47985,,888863,mobilerecharge
21-12-2023,Uber ride,94229.27,TXN63186,ok,337622,
13-08-2023,,20900.97,TXN16867,ok,663066,Laptop purchase
02-02-2023,Client payment received,27732.84,TXN79558,ok,440613,
04-05-2023,,34984.13,TXN68253,,738113,gym membership
30-04-2023,,87177.28,TXN22441,ok,382653,Rent payment
03-11-2023,Uber ride,73159.55,TXN45456,,674029,
05-11-2023,,,TXN73494,ok,261148,Vendor payment
04-11-2023,Bonus received,28104.33,TXN61471,ok,122490,
15-12-2023,loan emi,63063.57,TXN59937,,108576,
03-05-2023,consulting income,15680.2,TXN94723,ok,524971,
15-09-2023,Uber ride,16744.22,TXN24562,ok,446707,
07-11-2023,Vehicle purchase,3775.33,TXN52119,ok,181320,
23-12-2023,Rent payment,18698.28,TXN29160,,726383,
22-08-2023,loan emi,55749.67,TXN35853,ok,262432,
05-03-2023,,50056.76,TXN69163,ok,983676,Laptop purchase
30-11-2023,,22773.99,TXN15388,ok,923821,freelance income
14-05-2023,vendor payment,81578.4,TXN48615,ok,247168,
06-05-2023,Laptop purchase,60832.94,TXN62595,ok,288758,
07-04-2023,Uber ride,98875.59,TXN15607,ok,811857,
20-02-2023,Bonus received,70330.67,TXN36899,ok,482005,
04-02-2023,,66117.75,TXN58848,ok,710632,Freelance income
10-07-2023,Uber ride,6883.87,TXN94775,ok,778397,
14-03-2023,,58374.78,TXN20966,ok,458906,loan emi
10-08-2023,,44728.76,TXN10712,,418638,Clientpaymentreceived
27-06-2023,,35968.0,TXN50486,ok,469453,Consulting income
04-07-2023,Bonusreceived,37039.2,TXN16229,ok,591775,
29-05-2023,Netflix subscription,44748.92,TXN18730,ok,272656,
21-04-2023,Bonusreceived,91095.72,TXN84821,ok,130398,
24-11-2023,Electricity bill,10383.1,TXN17103,,342438,
18-11-2023,Salarycredited,52445.64,TXN87199,ok,546460,
10-04-2023,,28203.2,TXN60286,ok,635060,bonusreceived
22-08-2023,Gym membership,27207.51,TXN85822,ok,955107,
19-11-2023,Netflixsubscription,53721.3,TXN80337,ok,297977,
31-07-2023,Freelance income,4599.17,TXN38533,ok,240044,
09-08-2023,Loan EMI,98547.37,TXN49562,,945935,
10-09-2023,laptop purchase,56621.75,TXN52963,,641084,
13-11-2023,rentpayment,,TXN47839,ok,254345,
04-04-2023,Electricity bill,43309.32,TXN86869,,594436,
07-04-2023,,12511.41,TXN44533,,138553,Amazon order
08-03-2023,freelance income,77350.88,TXN47334,,315283,
15-04-2023,Laptop purchase,48415.47,TXN40324,ok,279504,
30-08-2023,gym membership,83557.98,TXN23268,ok,305289,
28-05-2023,Client payment received,10696.79,TXN72988,,578027,
05-09-2023,Amazon order,73700.89,TXN51136,ok,232009,
17-05-2023,Uber ride,48118.59,TXN29092,ok,152942,
01-01-2023,,99412.95,TXN11852,ok,814969,Uber ride
09-11-2023,Bonus received,75946.08,TXN96381,ok,467687,
10-12-2023,,90220.65,TXN61255,ok,315750,Vendor payment
13-10-2023,,58505.42,TXN23819,ok,905273,Laptop purchase
28-05-2023,Freelance income,75476.85,TXN16264,ok,117493,
19-10-2023,Amazon order,91366.56,TXN80351,ok,543325,
08-03-2023,Uber ride,60171.83,TXN64082,,820144,
17-10-2023,Salary credited,62278.07,TXN81892,ok,605042,
29-06-2023,bonus received,84421.45,TXN45068,ok,173850,
14-08-2023,consulting income,45462.64,TXN75439,ok,453647,
05-05-2023,Laptop purchase,77319.06,TXN92773,,718608,
17-07-2023,Consulting income,33793.49,TXN23801,ok,316404,
19-12-2023,Amazonorder,44577.11,TXN88254,ok,141974,
21-05-2023,Rent payment,62676.08,TXN48198,ok,199284,
01-09-2023,,,TXN91072,ok,694508,Internet bill
29-06-2023,,95575.91,TXN14381,,264455,Freelance income
23-09-2023,Bonus received,35408.84,TXN24781,,492904,
24-08-2023,,70808.76,TXN41812,ok,201893,Client payment received
29-09-2023,Vehicle purchase,87325.65,TXN78588,ok,305067,
04-12-2023,netflix subscription,10709.84,TXN75334,ok,965183,
09-02-2023,,27546.58,TXN35843,ok,465387,gym membership
16-05-2023,Vendorpayment,14033.73,TXN34644,,884052,
07-12-2023,Amazon order,50472.09,TXN52645,,298825,
30-07-2023,consulting income,9296.93,TXN66613,ok,707299,
08-03-2023,Consultingincome,91028.36,TXN35178,,306375,
14-04-2023,Client payment received,9432.47,TXN84943,,822361,
28-03-2023,Laptop purchase,31699.05,TXN85965,ok,745864,
03-05-2023,Internet bill,68419.27,TXN62815,,775731,
16-07-2023,,24659.29,TXN69954,,588061,Bonus received
20-06-2023,Bonus received,87326.94,TXN43423,,983890,
27-05-2023,electricity bill,,TXN32585,,159425,
25-05-2023,Amazon order,93187.98,TXN68883,ok,192299,
01-02-2023,Rent payment,34995.09,TXN80545,ok,235273,
15-09-2023,Loan EMI,15155.31,TXN59833,,592284,
11-09-2023,Electricity bill,56335.61,TXN49504,ok,351913,
22-08-2023,Freelance income,79779.21,TXN43816,ok,669556,
12-11-2023,,61171.51,TXN97068,ok,637648,Bonus received
27-11-2023,Uber ride,98062.74,TXN29503,,965780,
01-09-2023,,10546.24,TXN48667,,112645,Bonus received
07-12-2023,Vehiclepurchase,10641.33,TXN39687,ok,989657,
16-12-2023,,71390.6,TXN22539,ok,523019,Amazon order
05-11-2023,,466.19,TXN77181,ok,365886,Gym membership
13-04-2023,,9021.34,TXN32489,ok,842246,Amazonorder
13-07-2023,,51747.08,TXN74820,ok,657385,Amazon order
01-02-2023,,33434.07,TXN51697,ok,509842,mobile recharge
25-12-2023,Rentpayment,69051.13,TXN47237,ok,237114,
01-11-2023,Netflixsubscription,6385.6,TXN51291,,280378,
25-07-2023,Electricity bill,37721.03,TXN50893,ok,346609,
08-06-2023,,20200.27,TXN59146,,362281,Loan EMI
22-11-2023,Gym membership,80435.76,TXN21714,,730101,
17-10-2023,,2688.76,TXN84101,ok,330778,Freelance income
08-04-2023,Mobile recharge,36033.71,TXN50988,ok,193149,
28-06-2023,Consulting income,9721.38,TXN55134,ok,376777,
31-12-2023,Netflix subscription,28575.92,TXN86354,ok,104659,
03-10-2023,Salary credited,23198.45,TXN56492,ok,663530,
26-02-2023,Gym membership,74216.87,TXN91362,,589957,
30-10-2023,Freelance income,9793.89,TXN60275,ok,958876,
27-10-2023,bonus received,94983.7,TXN42210,ok,842688,
31-01-2023,Electricity bill,11162.96,TXN22707,ok,886856,
02-08-2023,,64121.44,TXN39190,ok,857958,office supplies
12-04-2023,mobile recharge,84895.49,TXN48312,ok,592411,
29-01-2023,bonus received,4715.29,TXN49211,ok,780917,
14-02-2023,Electricitybill,59180.24,TXN60834,ok,308020,
08-08-2023,,88440.59,TXN66094,,477235,Salarycredited
01-11-2023,Vehicle purchase,20798.68,TXN40082,ok,791821,
21-07-2023,Loan EMI,41104.69,TXN46597,ok,809370,
01-05-2023,,77642.28,TXN10289,ok,401482,Consulting income
18-02-2023,Bonus received,1280.46,TXN11958,ok,886275,
03-06-2023,Electricitybill,52103.08,TXN87583,ok,572384,
28-02-2023,Office supplies,40474.65,TXN97387,ok,820413,
02-07-2023,Insurance premium,24678.36,TXN22358,ok,949321,
11-01-2023,,38262.5,TXN82204,ok,273790,Internet bill
23-04-2023,,33968.55,TXN50650,,551482,Loan EMI
23-09-2023,insurance premium,40251.54,TXN29846,ok,209864,
13-08-2023,Vendor payment,63048.86,TXN37006,ok,134902,
13-09-2023,uber ride,42493.43,TXN31960,ok,230618,
21-11-2023,internet bill,33300.06,TXN26851,ok,518967,
08-06-2023,Uber ride,35018.3,TXN10613,ok,186928,
02-07-2023,Insurance premium,32206.69,TXN71960,,409667,
05-02-2023,Mobile recharge,94306.05,TXN74950,,932339,
21-09-2023,Mobile recharge,32822.0,TXN21466,,709580,
11-09-2023,Salary credited,8674.3,TXN39130,ok,763679,
13-12-2023,internet bill,49673.48,TXN87855,ok,379339,
28-08-2023,Mobile recharge,27063.49,TXN19432,,775570,
29-03-2023,Office supplies,60849.22,TXN99739,ok,769078,
20-03-2023,Internet bill,97163.21,TXN88415,ok,203317,
21-09-2023,Freelance income,55175.62,TXN33002,ok,144657,
04-11-2023,,,TXN23778,ok,382446,Freelance income
20-07-2023,Amazon order,20039.01,TXN34790,ok,702236,
27-05-2023,Gym membership,19956.9,TXN94582,,242664,
24-12-2023,laptop purchase,70898.83,TXN70033,ok,657581,
07-12-2023,Bonus received,55431.88,TXN26715,ok,222327,
12-07-2023,,95401.93,TXN30410,ok,687360,Client payment received
05-03-2023,Uber ride,69207.64,TXN97365,,647041,
04-03-2023,Loan EMI,81282.14,TXN88224,ok,402909,
28-12-2023,freelance income,65044.43,TXN94599,ok,776232,
11-09-2023,Electricity bill,4108.1,TXN98642,,108465,
16-05-2023,Netflix subscription,15336.98,TXN29891,,842792,
02-06-2023,uber ride,26072.44,TXN25484,,689099,
24-12-2023,,8368.5,TXN68691,ok,927290,Netflix subscription
25-02-2023,Vehicle purchase,71028.85,TXN26167,ok,627636,
21-12-2023,Gym membership,25027.02,TXN48698,ok,543701,
13-01-2023,Rent payment,28342.94,TXN53469,,933612,
15-03-2023,Vendorpayment,19994.61,TXN46338,ok,876122,
11-07-2023,Netflix subscription,91315.15,TXN57798,ok,881138,
21-05-2023,Consulting income,39655.88,TXN13763,ok,724947,
07-01-2023,rent payment,33142.44,TXN29503,ok,230393,
01-04-2023,client payment received,97182.6,TXN73359,ok,643004,
29-06-2023,,2013.64,TXN59519,ok,337328,Loan EMI
30-05-2023,Client payment received,35835.52,TXN69540,ok,331343,
12-11-2023,Vehicle purchase,16429.87,TXN79673,,984275,
22-10-2023,Consulting income,71433.13,TXN92994,ok,134439,
20-03-2023,Office supplies,93956.2,TXN23601,ok,259035,
07-03-2023,Bonus received,89119.5,TXN82273,ok,789102,
13-12-2023,Vendor payment,94047.31,TXN83674,,521510,
16-03-2023,insurance premium,74740.03,TXN68558,,961125,
08-01-2023,Vehicle purchase,61295.28,TXN19885,ok,215322,
14-11-2023,,84787.14,TXN87557,ok,945328,Uber ride
01-01-2023,Salary credited,37323.26,TXN39448,,179509,
19-11-2023,Loan EMI,84560.42,TXN70724,ok,322657,
27-09-2023,netflix subscription,43571.17,TXN79387,,759923,
22-04-2023,Bonus received,49462.42,TXN68066,ok,792193,
15-09-2023,Mobile recharge,14555.3,TXN33236,ok,770439,
11-04-2023,Gym membership,52042.21,TXN97573,ok,118109,
01-12-2023,,32576.95,TXN11817,ok,405813,Mobile recharge
23-07-2023,Internet bill,60944.5,TXN20501,ok,414254,
02-05-2023,,11008.81,TXN12988,ok,632844,Salarycredited
09-06-2023,Office supplies,67497.91,TXN23780,ok,660853,
04-02-2023,Vehicle purchase,52778.85,TXN34094,ok,126098,
01-07-2023,,62529.54,TXN69152,ok,109318,Electricity bill
04-12-2023,,3815.81,TXN51233,ok,139225,consulting income
12-04-2023,,4767.15,TXN74773,ok,815706,Officesupplies
30-06-2023,,94801.41,TXN75940,ok,830924,Bonusreceived
24-01-2023,freelance income,16995.47,TXN95477,ok,872551,
22-10-2023,Salary credited,54993.42,TXN70126,,802637,
14-06-2023,gymmembership,79081.79,TXN10056,,503065,
15-03-2023,Salary credited,89034.33,TXN95325,ok,349016,
13-10-2023,Gym membership,43766.29,TXN66579,ok,700153,
31-01-2023,Amazon order,79830.79,TXN30574,ok,276122,
04-05-2023,Electricity bill,75831.02,TXN86075,,193571,
10-07-2023,Electricity bill,56485.96,TXN87539,ok,460061,
28-08-2023,,5977.8,TXN72215,ok,894859,Laptop purchase
13-09-2023,bonusreceived,32703.59,TXN16395,ok,652214,
01-10-2023,Vendor payment,29594.24,TXN39029,ok,412997,
25-06-2023,Client payment received,35243.91,TXN76333,ok,807995,
10-01-2023,Consulting income,,TXN48381,ok,315271,
10-11-2023,internet bill,65400.2,TXN80574,,719480,
11-02-2023,Vendor payment,49968.34,TXN11178,,176693,
30-09-2023,,10600.41,TXN48603,ok,601447,Vehicle purchase
31-03-2023,Uber ride,29185.91,TXN86885,ok,133637,
26-08-2023,,91161.54,TXN25905,ok,243570,Gym membership
20-09-2023,,7995.84,TXN66556,,297114,Gym membership
21-04-2023,Freelance income,63172.03,TXN12505,ok,942905,
30-05-2023,Uber ride,43621.63,TXN66689,ok,223472,
16-02-2023,Loan EMI,22295.75,TXN30405,,144359,
22-09-2023,internet bill,15669.61,TXN55567,ok,327528,
23-04-2023,Client payment received,56758.08,TXN97768,ok,100238,
08-06-2023,vehicle purchase,32993.96,TXN97583,ok,536363,
31-05-2023,Internet bill,88844.04,TXN76257,ok,106670,
04-05-2023,,67631.98,TXN67727,ok,206623,Vehicle purchase
24-05-2023,,3299.9,TXN43070,ok,302712,Salary credited
07-06-2023,office supplies,28786.38,TXN47859,ok,491676,
12-02-2023,Freelance income,45185.11,TXN88917,ok,156988,
13-12-2023,Gym membership,12761.91,TXN17226,ok,310800,
26-12-2023,,80961.13,TXN91138,ok,864281,netflix subscription
06-08-2023,Gymmembership,70024.55,TXN67171,,895945,
13-01-2023,,46395.17,TXN56327,ok,304894,Netflixsubscription
24-08-2023,Uber ride,35396.73,TXN84408,,756270,
07-01-2023,Electricity bill,81621.17,TXN45198,,628343,
17-08-2023,,3983.92,TXN39706,ok,312964,Internet bill
31-10-2023,Consulting income,77824.33,TXN45253,ok,479741,
18-08-2023,Freelance income,95293.2,TXN39870,ok,932064,
16-05-2023,Client payment received,88056.3,TXN14161,,238017,
06-02-2023,,86413.12,TXN74151,,677119,Insurance premium
22-09-2023,,20218.95,TXN80682,ok,703132,salary credited
04-12-2023,Mobilerecharge,36577.32,TXN74696,ok,494775,
28-12-2023,Rentpayment,15606.67,TXN48890,ok,129461,
13-06-2023,Vehicle purchase,71533.8,TXN96804,ok,902288,
27-09-2023,laptop purchase,87036.72,TXN83298,,640917,
14-04-2023,Bonus received,8046.4,TXN77706,,579322,
22-11-2023,mobile recharge,18755.2,TXN50601,ok,933842,
16-01-2023,,3703.15,TXN40784,ok,801445,Loan EMI
19-07-2023,Electricitybill,74852.34,TXN53911,ok,199641,
05-05-2023,Client payment received,65876.82,TXN79021,ok,924172,
08-06-2023,,88392.28,TXN68585,,320365,bonus received
01-01-2024,Rentpayment,16421.59,TXN40422,ok,493151,
17-09-2023,Vehicle purchase,58992.61,TXN92145,ok,290664,
07-02-2023,Loan EMI,21382.52,TXN94010,ok,471697,
02-10-2023,,26336.78,TXN40279,ok,711512,Salarycredited
03-03-2023,,70025.68,TXN59500,ok,771699,Client payment received
07-06-2023,Consulting income,67318.77,TXN69248,ok,673099,
11-11-2023,Consulting income,14861.82,TXN15986,,971527,
08-03-2023,Vehicle purchase,12051.39,TXN53066,,655263,
13-08-2023,vendor payment,20755.55,TXN46439,ok,830052,
02-11-2023,,83854.54,TXN32319,,316418,Freelance income
22-04-2023,,22765.37,TXN99848,ok,123554,Loan EMI
